user_id,company
11224396,TAB Worldmedia | TweepsAround.com & AugmentedMEX.com 
5854525,none
27509342,none
42926952,none
9296223,none
64608532,The Accessibility Foundation
4482541,Eight Media
50195182,none
3003484,none
18690711,none
26318952,Webtechnology
42583032,AutoUncle.com
19591841,none
25859972,Virtual Affairs
20278401,SellAnApp.com
12183418,none
20177071,none
25289682,none
27600582,none
9829023,none
42999852,none
29432162,Sogeti
13981387,none
19915341,none
26618472,none
54187252,none
64866452,none
24952692,Infohubble.com
4154993,none
12411329,none
9252100,none
62072332,LabelA
27139802,Games for Health Europe
40939752,none
43612862,E.novation 
68672162,Inedo | The Daily WTF
34911622,none
13021812,none
27019072,none
39523772,none
39472492,das a&o UG
28788902,DRiM
29159542,none
42983552,none
68719232,none
12292969,Zwapp 
65585432,none
28519362,none
62989492,none
14444279,none
14005625,none
8497252,none
22893621,FencingFleas
41658532,none
21069001,Egeniq.com
26692042,none
6635248,VIRVIE | PRSNNL
63581802,none
11620296,Mobtzu
27979642,none
68895082,none
12680059,none
47275502,none
29609212,none
40779612,none
10402672,none
34914702,none
8538996,Clearly.nl
53175182,none
27406672,none
10171997,AppFellas
14659651,soocial
61375352,none
21756801,ING Bank
10307018,Resn
45991312,none
66457232,none
38265372,none
13418459,none
21501611,none
40889622,none
6472547,none
45583092,none
62339752,Service2Media
14770861,none
13427310,none
20179111,none
66439262,none
61153342,SoftLayer
5577710,none
7867017,none
12175021,none
13264620,none
10900592,none
15689811,none
29611122,amsterdam inbusiness
19349451,none
12811290,none
48536402,none
43708502,none
4175900,none
12978769,none
13419539,Resn 
66085722,none
9275413,Tribal DDB Amsterdam
56468182,none
21049211,none
26461912,none
18068321,none
13776703,none
33178392,none
53529012,none
12611572,none
11102353,none
29318662,none
14152233,none
13047973,none
13529582,none
11363787,UvA
14262145,none
8635438,none
25301142,none
29871272,DBH Nederland
63119452,none
8500403,Elasticbrand
8627337,none
7855143,none
46045772,The Hague Sustainable Studios
25303042,Rietveld Landscape
7319837,none
21781601,none
15053361,none
14809791,none
66697272,none
54787832,I&DT
31225992,none
33284892,none
37840102,none
13571418,none
55498092,none
31022122,none
12786918,yuru.nl 
6436313,TMG
9735446,none
4258775,none
32486972,none
34912072,ThirdSight
13905071,none
13799694,Xebia
24059202,none
11187616,none
50379922,none
27779742,KLM
4880647,aFrogleap
20682521,none
6312110,ppdesigner 
37590682,AppMakelaar
19867521,none
36787902,Toogethr
12761540,Het Beeldbedrijf 
4976620,none
4207159,none
63754842,none
11118670,none
24472012,none
47192302,Freelas.net
29705392,none
37307552,Rabobank
21767731,Virtual Affairs
27560532,Stylishmedia
14204874,The Mobile Company
29043902,none
11773982,none
31523992,none
8761185,none
32878642,none
41998572,none
3945775,none
51273972,none
4862358,none
53409892,none
16930491,none
11425375,Atlassian
39993652,none
44290942,KLM
43659192,none
43381462,Mendix
43603232,Innovattic
64637182,none
12062118,Shift F5
33506102,none
12179855,none
13751941,none
4520280,Layar
37721552,Itude
10826361,Desk.nl
20935961,Microsoft Netherlands
28231242,none
21978491,none
12347186,Girl Geek Dinners Brescia | Gummy Industries
10568168,none
15796971,none
11702696,none
10050142, NY
67426502,none
7753402,Achmea
23054591,Gillz
6701842,none
11699845,Automotive Navigation Data
49773542,Big Nerd Ranch Europe
43154802,none
19593371,none
27805022,Galaxy Tab
13842074,Sixpack
13264575,AppSalad
35205262,none
27776672,none
52070612,Danger Cove
7413516,none
60706682,3dhubs
14529429,Studio Geenen
4187622,Nieuwe Code | Lable A
41097742,none
10834343,none
1133509,none
11774235,none
59025522,none
5159092,none
32560742,none
66054162,3D Hubs
13264538,User Intelligence
8833874,none
51148632,none
24560922,none
42672182,none
26571832,AI Applied
27112502,Noodlewerk B.V.
10481033,none
11124705,Resn Amsterdam
12810589,none
39187872,none
6616560,Rijkswaterstaat 
36576402,none
61950172,none
28944632,none
36845942, Deloitte's Global 
34933562,none
48098272,none
8873590,Apps For The Planet | Combustic
7415406,none
16475211,Ubisoft | Fantactic
11719412,none
41304652,none
22203871,none
13272700,none
11151828,none
1478742,none
41885912,none
11830550,none
38543632,none
10300339,none
11385723,Scrap Connection B.V.
29792142,none
4201013,Logica
9058668,none
36973772,Atlassian
43493292,none
18084771,none
8597287,none
21777541,none
14538338,none
29743912,Vodafone
13946841,none
42185092,iloveyoutool
31228852,Waag Society
7775150,Cloud9 IDE
24090022,none
13980174,none
62221172,none
65013742,none
5802132,Imation
40783072,Us Media
11970106,Hyves
38378162,Thirdsight.co
55365582,Vectory Studios
19455701,none
11206647,appnormal
7754397,Newcope
57479992,none
28867102,Isobar NL
48094352,Vungle
42672962,none
5015245,none
32321102,Amsterdam Gentlemen
6700310,Info.nl
34067652,Waarvandaan
14492831,Brightstar Software
26507832,none
68889582,none
11432056,none
20494111,none
8012968,Party with a Local
21428921,IceMobile
11004954,none
24558512,Nationale Beeldbank
36672,none
23648011,none
21671931,none
41280932,none
10588028,someotherbean
60432352,none
34103612,none
6595380,none
34911962,none
61427812,none
9037138,Peers.me
12848765,none
55316332,none
52098032,none
12562983,none
12223326,TranscribeMe
13850110,none
29871112,none
7432231,none
7746788,none
23614391,none
12753663,none
35392142,Hyves
9127172,Spaaza
12891571,none
38404572,none
30527012,none
34263862,VanBerlo
12210124,Mendix
4176752,none
43049312,Cupitar
34911672,none
40241312,none
57853852,OpenLabel
42481592,AssistiveWare
8137562,none
32218682,none
47077102,none
44201852,none
14360936,none
22253101,none
20906351,none
56982082,MobullSoft
67537332,none
62080652,Glimworm
12118068,Mocreate
4119767,Samsung Electronics Benelux
29550622,none
13441129,none
31764032,none
52171932,The Next Web
68173862,none
10769588,Twoppy
50070482,Eigenta
13598899,none
11479768,Radboud REshape Healthcare and Innovation Centre
10818756,none
37899642,none
14633658,none
40567482,MobPro
41333702,none
14413104,Obvious Matter
43496822,none
9817306,none
28834712,none
13980076,none
59936072,none
14409992,none
19828191,none
7957073,Mobtest
24179822,none
12943425,none
4133421,Layar
46802212,Yunoo (AFAS Personal)
7967954,none
21773641,Start-up Plot
21706651,DPid.nl
39844762,none
31180922,none
55144502,none
25903272,none
9582318,DollarApp | iOSDevCamp
31728872,none
5117983,none
13234504,Startup Weekend | Wakoopa
62068232,Wrap The Gift
12784168,none
62348212,none
8213072,none
27729192,Eugene
20993591,The Mental Faculty
12392067,none
13577996,none
11483393,none
13767740,none
34735632,none
49303072,none
5573287,none
11278334,Pachube
46089522,none
24007002,none
2509686,none
21757531,IceMobile
43488872,none
49550362,Mobile Professionals
35211552,Rockyard
8752867,none
25905382,none
8529676,none
4942090,none
28963812,none
13333626,none
37840942,none
43803642,M2Mobi
57034812,none
41172822,All-Is-One Consultancy Amsterdam
44612232,ThirdSight
11932341,none
17090741,none
21078521,fngtps
8837053,none
19589781,none
64012412,none
8150590,Butterfly Works
66424872,KNMI
20321331,none
21762051,Hyves
34853052,Codelle | BarTune
12179808,none
8836418,none
14891661,none
66197292,SoftLayer
23271811,Monotone Studio
24085472,none
28902402,none
8706864,Gravity Mobile
62576202,none
22455851,none
50993212,none
27204882,Sping
14294233,none
12137621,none
9758182,none
21170671,none
27051002,none
24563232,none
24301342,Rietveld Landscape
11357834,none
40683832,none
29740042,none
29734622,Strawberries | DutchTag
30258832,none
57163732,De Monsters
31956732,none
60017472,Imtech Industry International B.V
40612372,none
11965303,none
32114702,none
8531915,none
9811805,none
7000626,none
324653,none
14275071,none
7398132,Medco Celesio BV 
23790282,none
9915830,none
11272737,Skitsanos Inc
42332742,none
31304542,Klender
64009512,none
18747051,none
12393604,gummyindustries
29807042,none
66328412,Dealroo
28686022,none
7963636,Contrail
35005612,M2Mobi
10076637,RoR
13006110,Coworking spaces | letmelinkyou.com
6538171,none
59353722,none
45826052,The Big Nerd Ranch | Agbo.biz
21656541,ogilvy Amsterdam
34683782,none
37985792,Knowmads Business School
24472352,none
49708262,none
9738993,none
36221102,Readmore
36803532,none
4180996,none
59564832,The New Lemurs
61658742,none
62613662,none
66439272,none
12328701,none
12030231,none
21218561,none
44699772,none
44180222,none
7166291,none
44171752,International Society of Typographic Designers
11720408,none
16721641,none
29286722,How About You
21348161,IceMobile
21666441,none
2267488,Frog
46047852,none
8394628,Waag Society
22080141,Dexels
15816971,none
46794702,none
7997907,Vectrix
40991462,Itude Mobile B.V.
40161232,Initium
25108592,none
28419292,none
41709332,none
31029922,none
44182552,none
29509792,none
9827493,none
12536527,none
18328091,none
20321031,Rietveld Landscape
62573312,none
40888362,none
14231382,none
38827262,ICS-FORTH
1568334,none
29807002,Sterc
13834457,none
13280156,none
14366325,none
25301012,Gyro
9705708,none
47616112,none
66683122,none
10794079,none
62575042,none
13711201,Mobile Nuggets
29237182,none
29508732,none
31230742,none
12217553,none
8739814,none
6871448,none
20713741,TrueSoftware B.V. 
42294472,none
27311392,none
13358053,Doo
6912777,none
13215303,IceMobile
27412552,none
19005241,none
13802131,none
14469296,Appy Road 
47728752,none
11158316,afrogleap
64742252,none
45721822,none
27223862,none
11451764,none
14241056,Morse on Mars
62096862,none
35305142,none
12806564,Lifelapse | Mobypicture
19852301,none
37080002,none
43498452,none
27001132,RevSpace
37150022,none
824369,none
28771292,MCP COM
7103021,Distimo
27582312,none
26318212,none
24809732,none
44166252,none
32560182,none
60024702,Benhauer
63942162,none
36871532,RocknDonkeys
11875561,RocknDonkeys
11022503,none
31313472,Publitas.com
27017992,none
24764282,College of MultiMedia
47220272,none
3733573,none
27189922,none
13916533,none
31184972,StartUp Weekend
34911382,none
12585553,Hyves
40883492,none
34666442,BE-WEB
14377937,Roc ASA
11134549,none
40562842,none
40725392,none
30683342,none
7943407,Strijbos Design
8539005,none
43059922,Cupitar
31225682,none
43513462,none
6870350,none
18064771,none
11972803,techMAP Amsterdam
29516622,Libris bookstores
11830020,none
19406331,Portmantoo
13358190,none
33655132,Chummee
65433702,none
9181844,none
37829312,Sogeti
13677583,Pridis
29702162,InteractiefWeb
28761982,Sanoma
10786952,Sanoma
12654878,none
56907592,Applications Developers Alliance
27665342,none
54110422,Phusion
28329682,none
14610564,none
10732910,none
12384506,none
63726612,none
31371242,amsterdam inbusiness
50581762,none
24754462,none
13513851,none
38484382,none
12217849,For Inspiration Only
38096322,none
43036102,Colorjinn
14649765,none
25668012,Evalutions
10163808,none
55817452,RSM Netherlands
65962082,none
1508923,none
19403471,Beyond Brands
29033722,none
29732172,easytobook.com
48834012,Hyves
8769073,none
53432982,none
37889712,none
4906402,Info.nl
19326511,none
32472662,IceMobile
9658142,none
52410582,none
10122306,Lev Kaupas
53281472,none
13682730,none
61013962,ThirdSight 
64143752,none
12629751,Egeniq.com
27819302,none
29813392,Releaze
26354962,taxiID
21172311,Bitnomica
29081432,none
44518122,studio05
64130512,none
37310372,none
36686802,none
28425962,UMC Utrecht
20674301,portfolioadvies.nl
62838772,none
65478372,none
67865072,C128
21614981,none
8832321,NOS
11251692,none
14205921,Afdeling Buitengewone Zaken
20488371,SPING
27880932,none
13264386,Real Thinks B.V
37781612,none
29717212,none
4165160,none
13700565,none
50857462,Sproudly
65311632,none
35011392,none
14588593,none
12180526,none
48986172,none
66611242,none
4242332,Marktplaats
40706082,VI Company
11689510,none
29728452,none
18443721,none
14394099,Mijneigenincasso
19611031,Spil Games
36857382,none
14401969,none
43705502,none
4281020,Braxwell | Weetmeer.nl | Politieke Landkaart
29602422,none
32155322,none
27668232,Calendar42.com
33195832,45north
43374722,none
43373502,none
8776455,none
34911992,none
41501792,none
45827372,none
9579100,Rock & Code 
7714061,none
705093,Glimworm
42385932,Meebee
50214882,none
8951708,none
19248691,none
41393652,DTT Multimedia
8657551,DTT Multimedia
13858999,Conference Compass
36693482,none
29703262,none
14240872,none
53630692,none
9144508,none
56213782,none
40009282,none
21003901,SpiNG
12955624,Lifelapse
10253682,none
36977692,none
8539106,none
21363591,none
41104372,none
46152742,none
21767801,none
35660862,ML Business Development
39167382,Xebia Netherlands
9923507,Layar
52670602,none
11667271,moblio.nl
10538050,none
41319802,none
11563492,none
13810557,none
44517972,studio05
8495757,none
8968280,none
9800321,UtrechtInc
18454371,none
51581512,none
19122371,none
68737282,none
31813382,Avanade
61613552,Nyenrode New Business School 
12727567,none
11150125,Localsensor | appdeveloper
40061772,none
38335602,none
12467918,none
38764642,none
14295303,It's a virus
23460281,none
24753972,none
40708652,none
8454181,none
19463771,none
20010371,none
33504402,none
9152200,VX Company
4172120,none
19596261,none
24017832,none
10036672,TAB Worldmedia
13419107,none
7878509,none
47889672,Good_Technology
22961201,Copter Mobile 
8514381,none
10252853,none
42783612,none
29937542,none
8603488,Shazam
24660292,AppAgents
35292772,none
29473962,none
55110502,none
13921732,none
4300512,none
36571592,none
45575962,FeestjesMetKoring.nl
34968392,none
6870260,none
44172682,none
10076119,none
26414732,Kennedy Van der Laan
12431048,ex-labs.com
47451302,none
23574281,none
27015222,NSCoder Nights
18214041,Applified 
67951552,none
37849392,none
47211082,none
56334132,none
9019003,none
42898332,none
6097902,none
6550896,Mangrove
64189612,none
21170891,Noodlewerk
44535712,portfolioadvies.nl
28418832,Founder Institute
30361622,none
12924151,none
21177131,none
9537571,none
27881692,none
37094082,none
12867389,Castle of Performing Arts 
21002221,none
68852942,none
30361512,none
24261372,none
61427772,none
14567716,none
7808712,Sogeti
14374587,none
68227362,IT specialist 
8539699,none
62390812,none
12245074,none
22300021,none
22967781,none
4692321,Betribes.com
24171902,none
17481511,none
10935979,none
13449599,none
42678512,Facts Figures Future
29162452,none
44974392,thePENTHOUSEPROJECT
35292622,none
34898242,IKEA Systems B.V.
37217412,none
25738802,none
41270382,Ruwer
63935432,none
6027150,none
15349941,Software Improvement Group
65329002,Braintree
65465502,Philips
13700182,none
42897952,none
20025291,none
55258022,none
2878356,none
8832748,indiefuzz | 3rd Tribe
5623319,none
54103442,none
14588918,Betribes.com
29519062,none
39519892,none
24006072,Publitas.com
8385263,none
35386092,none
11217221,ikgebruik.nl
61796032,none
8661669,Innovationlab
55249972,none
10927458,none
4176396,none
8488384,none
41384922,none
8680527,CRAVEamsterdam | 123dressme | CRISSPIX
20980631,none
55957582,none
26416092,none
55245942,none
53222722,none
34469412,NRC Media
35019142,none
12192735,none
42351142,none
30865292,none
37524342,none
38356152,adidas
10853940,none
33306192,none
1862808,Black Pixel
24473262,none
17429501,none
44517412,none
45692272,none
12273026,none
44055072,none
37010772,none
62279082,none
13148990,none
21895241,none
25030952,PressPage
65340382,none
51986382,none
13931342,Sanoma
52168612,none
32737442,none
26874832,none
42576232,none
29563262,none
21170571,Innovattic
8353044,none
49884382,JOSEPH & ADVOCATES
27030952,Layar
13971388,none
28455662,eFocus
27674262,zootz
11661980,none
22391791,none
6898175,none
31432162,none
26710022,none
62077652,none
29473502,none
53698462,triposo.com
36217952,none
9252039,none
59433982,none
45282802,none
12957200,none
12536664,none
39756942,none
11386318,none
14521445,none
39758432,none
13491114,Uitgeverij Unieboek | Het Spectrum
60165762,none
17184251,none
4551041,none
38169082,none
24973812,none
10089293,none
29812082,none
27394322,gopetition.com
34394322,none
56673282,none
16337921,CWR Mobility
5661624,none
6634962,nine connections
8088024,Felt Tip Inc
57863192,none
54188512,none
36035372,Grappster
45558552,Q42
45184842,none
25206032,none
10572717,none
31315572,none
7753396,Skylines
40985002,none
12438460,none
58446792,none
29658982,Releaze
27205712,none
41384002,Sogeti
29040912,Imbu
32540832,none
43114652,Curiehom
17671491,none
31028862,none
19407011,none
9335479,none
41785452,none
48356262,none
10566840,none
13913918,none
46158772,none
1857999,none
28434652,none
39824542,none
38453422,none
64465282,none
35142432,none
30158622,Viadesk
11252236,none
11299295,gemeente Amsterdam stadsdeel Centrum
49877832,Appmasters
34267002,hidashhi.com
23919552,Unilever
21352021,none
24611582,none
13457611,Dart Online
23051151,The Incredible Machine
26544852,Big Nerd Ranch Europe
30347502,WUBBE | Fox on the Run
10136808,none
29797452,none
18967901,LATAM
62345492,none
40887462,none
3387271,Sogeti
55238282,none
29442232,Synendo
13464052,none
